company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2YNZX6,International bonds,0.75%,"750,000,000 EUR","1,000 EUR",8feb2030, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2YNZY4,International bonds,1.125%,"500,000,000 EUR","1,000 EUR",8aug2034, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A2YPFU9,International bonds,1.125%,"1,000,000,000 EUR","1,000 EUR",6nov2031, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Vonovia SE,Vonovia SE holds and manages residential real estate properties in Germany.,Profile,corporate,Construction and development,DE000A3E5FR9,International bonds,0.625%,"600,000,000 EUR","100,000 EUR",24mar2031, EUR,Germany,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Hochtief AG,"HOCHTIEF is one of the world's leading construction groups. We have excelled for 140 years in our core competency of construction. Our focus is on complex infrastructure projects, many of which we deliver on the basis ...",Profile,corporate,Construction and development,DE000A3E5S00,International bonds,0.625%,"500,000,000 EUR","1,000 EUR",26apr2029, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Borse,"As one of the world’s leading exchange organisations Deutsche Borse Group provides investors, financial institutions and companies access to global capital markets. Our business covers the entire process chain from securities and derivatives trading, clearing, settlement ...",Profile,corporate,Financial institutions,DE000A3H2457,International bonds,0%,"500,000,000 EUR","100,000 EUR",22feb2026, EUR (1826D),Germany,Outstanding,"Par amount, integral multiple",Zero-coupon bonds,no,no,no,no,no,yes
Deutsche Borse,"As one of the world’s leading exchange organisations Deutsche Borse Group provides investors, financial institutions and companies access to global capital markets. Our business covers the entire process chain from securities and derivatives trading, clearing, settlement ...",Profile,corporate,Financial institutions,DE000A3H2465,International bonds,0.125%,"500,000,000 EUR","100,000 EUR",22feb2031, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Wohnen,Deutsche Wohnen is one of the leading listed residential companies in Germany. Its operational focus is on managing and developing its residential property portfolio. The company is listed in the MDAX of the German Stock Exchange ...,Profile,corporate,Construction and development,DE000A3H25P4,International bonds,0.5%,"500,000,000 EUR","100,000 EUR",7apr2031, EUR,Germany,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Deutsche Wohnen,Deutsche Wohnen is one of the leading listed residential companies in Germany. Its operational focus is on managing and developing its residential property portfolio. The company is listed in the MDAX of the German Stock Exchange ...,Profile,corporate,Construction and development,DE000A3H25Q2,International bonds,1.3%,"500,000,000 EUR","100,000 EUR",7apr2041, EUR,Germany,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Schaeffler,"Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...",Profile,corporate,Engineering industry,DE000A3H2TA0,International bonds,3.375%,"750,000,000 EUR","100,000 EUR",12oct2028, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
EWE,"As an innovative service provider with a regional focus, EWE is active in the business areas of energy, telecommunications and information technology. By bringing these three areas together under one roof, the Group is well-placed to ...",Profile,corporate,Power,DE000A3H2TW4,International bonds,0.375%,"500,000,000 EUR","1,000 EUR",22oct2032, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vantage Towers,Vantage Towers,Issuer,corporate,Communication,DE000A3H3J14,International bonds,0%,"750,000,000 EUR","100,000 EUR",31mar2025, EUR (1461D),Germany,Outstanding,"Par amount, integral multiple",Zero-coupon bonds,no,no,no,no,no,yes
Vantage Towers,Vantage Towers,Issuer,corporate,Communication,DE000A3H3J22,International bonds,0.375%,"750,000,000 EUR","100,000 EUR",31mar2027, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vantage Towers,Vantage Towers,Issuer,corporate,Communication,DE000A3H3J30,International bonds,0.75%,"700,000,000 EUR","100,000 EUR",31mar2030, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Daimler AG,"Daimler AG develops, manufactures, distributes, and sells a wide range of automotive products such as passenger cars, trucks, vans, and buses. The Company also provides financial and other services relating to its automotive businesses.",Profile,corporate,Engineering industry,DE000A3H3JM4,International bonds,0.75%,"1,000,000,000 EUR","1,000 EUR",11mar2033, EUR,Germany,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
LEG Immobilien AG,"Here at LEG, we provide around 300,000 people with a place to live. With our slogan “gewohnt gut” we offer our tenants a comprehensive service program with numerous events and services. Our aim is to ...",Profile,corporate,Construction and development,DE000A3H3JU7,International bonds,0.875%,"500,000,000 EUR","100,000 EUR",30mar2033, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Talanx,Talanx is Germany’s third-largest and Europe’s seventh-largest insurance group by premium income. Talanx is the leading global B2B insurance group.,Profile,corporate,Financial institutions,DE000TLX2003,International bonds,3.125%,"750,000,000 EUR","100,000 EUR",13feb2023, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Talanx,Talanx is Germany’s third-largest and Europe’s seventh-largest insurance group by premium income. Talanx is the leading global B2B insurance group.,Profile,corporate,Financial institutions,DE000TLX2102,International bonds,2.5%,"500,000,000 EUR","100,000 EUR",23jul2026, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RWE AG,"RWE AG generates, distributes, and trades electricity to municipal, industrial, commercial, and residential customers. The Company produces natural gas and oil, mines coal, delivers and distributes gas, and supplies drinking water. RWE operates mainly in Europe.",Profile,corporate,Power,XS0162513211,International bonds,5.750%,"600,000,000 EUR","1,000 EUR",14feb2033, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
EnBW Energie Baden-Wuerttemberg,EnBW Energie Baden-Wuerttemberg,Borrower,corporate,Power,XS0207320242,International bonds,4.875%,"500,000,000 EUR","1,000 EUR",16jan2025, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
E.ON,"E.ON SE operates as an international and privately-owned energy supplier. The Company's main segments are renewable, developing and operating renewable assets, energy networks, power and gas distribution business, and customer solutions which develops energy solutions.",Profile,corporate,Power,XS0347908096,International bonds,5.528%,"300,000,000 EUR","50,000 EUR",21feb2023, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RWE AG,"RWE AG generates, distributes, and trades electricity to municipal, industrial, commercial, and residential customers. The Company produces natural gas and oil, mines coal, delivers and distributes gas, and supplies drinking water. RWE operates mainly in Europe.",Profile,corporate,Power,XS0412842857,International bonds,6.5%,"1,000,000,000 EUR","1,000 EUR",10aug2021, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
EnBW Energie Baden-Wuerttemberg,EnBW Energie Baden-Wuerttemberg,Borrower,corporate,Power,XS0438844093,International bonds,6.125%,"600,000,000 EUR","1,000 EUR",7jul2039, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,XS0441740817,International bonds,5.375%,"350,000,000 EUR","1,000 EUR",27jul2021, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Bahn,"Deutsche Bahn AG provides railway services. The Company offers passenger and cargo transportation, press, and logistics services to rail, road, ocean, and air traffic networks. Deutsche Bahn serves customers in Germany.",Profile,corporate,Transportation,XS0452868788,International bonds,4.375%,"600,000,000 EUR","1,000 EUR",23sep2021, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,XS0503603267,International bonds,4.875%,"500,000,000 EUR","1,000 EUR",22apr2025, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Deutsche Bahn,"Deutsche Bahn AG provides railway services. The Company offers passenger and cargo transportation, press, and logistics services to rail, road, ocean, and air traffic networks. Deutsche Bahn serves customers in Germany.",Profile,corporate,Transportation,XS0524471355,International bonds,3.75%,"500,000,000 EUR","1,000 EUR",9jul2025, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,XS0525787874,International bonds,4.25%,"1,250,000,000 EUR","1,000 EUR",13jul2022, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,XS0553728709,International bonds,4.5%,"300,000,000 EUR","1,000 EUR",28oct2030, EUR,Germany,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Deutsche Bahn,"Deutsche Bahn AG provides railway services. The Company offers passenger and cargo transportation, press, and logistics services to rail, road, ocean, and air traffic networks. Deutsche Bahn serves customers in Germany.",Profile,corporate,Transportation,XS0554975325,International bonds,3.375%,"500,000,000 EUR","1,000 EUR",4nov2022, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Deutsche Bahn,"Deutsche Bahn AG provides railway services. The Company offers passenger and cargo transportation, press, and logistics services to rail, road, ocean, and air traffic networks. Deutsche Bahn serves customers in Germany.",Profile,corporate,Transportation,XS0632241112,International bonds,3.75%,"700,000,000 EUR","1,000 EUR",1jun2021, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
