0,bond_types,bond_amounts,issue_info,ISIN_Code,quarter,year
"International bonds: Enagas S.A., 1.375% 5may2028, EUR
XS1403388694",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enagás is the Technical Manager of the Spanish Gas System and the main carrier of natural gas in Spain. It is also certified as independent TSO European Union, which homologates the company to gas transmission network ...
Show more
Borrower
Enagas S.A.
Full issuer name
Enagas S.A.
Sector
corporate
Industry
Public utilities
Stocks
Enagas S.A., ordinary share
Enagas S.A., depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
905,692,500 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1403388694,Q2,2017.0
"International bonds: Enagas S.A., 0.75% 27oct2026, EUR
XS1508831051",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enagás is the Technical Manager of the Spanish Gas System and the main carrier of natural gas in Spain. It is also certified as independent TSO European Union, which homologates the company to gas transmission network ...
Show more
Borrower
Enagas S.A.
Full issuer name
Enagas S.A.
Sector
corporate
Industry
Public utilities
SPV / Issuer
Enagas Financiaciones
Stocks
Enagas S.A., ordinary share
Enagas S.A., depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1508831051,Q2,2017.0
"International bonds: EnBW Energie Baden-Wuerttemberg, 4.875% 16jan2025, EUR
XS0207320242",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
EnBW Energie Baden-Wuerttemberg
Full issuer name
EnBW Energie Baden-Wuerttemberg AG
Sector
corporate
Industry
Power
Stocks
EnBW Energie Baden-Wuerttemberg, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0207320242,Q2,2017.0
"International bonds: EnBW Energie Baden-Wuerttemberg, 6.875% 20nov2018, EUR
XS0399861086",,"STATUS
Matured
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
EnBW Energie Baden-Wuerttemberg
Full issuer name
EnBW Energie Baden-Wuerttemberg AG
Sector
corporate
Industry
Power
Stocks
EnBW Energie Baden-Wuerttemberg, ordinary share
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Nominal
Minimum Settlement Amount
50,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
50,000 EUR",XS0399861086,Q2,2017.0
"International bonds: EnBW Energie Baden-Wuerttemberg, 2.5% 4jun2026, EUR
XS1074208270",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
EnBW Energie Baden-Wuerttemberg
Full issuer name
EnBW Energie Baden-Wuerttemberg AG
Sector
corporate
Industry
Power
Stocks
EnBW Energie Baden-Wuerttemberg, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
603,795,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1074208270,Q2,2017.0
"Domestic bonds: Enel, 4.875% 20feb2018, EUR
IT0004794142",,"STATUS
Matured
AMOUNT
2,500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Issuer
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
2,500,000,000 EUR
Outstanding amount
2,500,000,000 EUR
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",IT0004794142,Q2,2017.0
"International bonds: Enel, 5.25% 29sep2023, EUR
XS0177089298",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Investment Holding B.V.
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
362,277,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0177089298,Q2,2017.0
"International bonds: Enel, 5% 14sep2022, EUR
XS0452187916",Senior Unsecured,"STATUS
Outstanding
AMOUNT
2,076,618,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
2,500,000,000 EUR
Outstanding amount
2,076,618,000 EUR
Outstanding face value amount
2,076,618,000 EUR
USD equivalent
2,507,703,131 USD
Nominal
Minimum Settlement Amount
50,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0452187916,Q2,2017.0
"International bonds: Enel, 5% 12jul2021, EUR
XS0647298883",Senior Unsecured,"STATUS
Outstanding
AMOUNT
532,596,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Guarantor
Enel
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
532,596,000 EUR
Outstanding face value amount
532,596,000 EUR
USD equivalent
643,157,604 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0647298883,Q2,2017.0
"International bonds: Enel, 5.75% 24oct2018, EUR
XS0695401801",,"STATUS
Matured
AMOUNT
543,755,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
543,755,000 EUR
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0695401801,Q2,2017.0
"International bonds: Enel, 4.875% 11mar2020, EUR
XS0827692269",,"STATUS
Matured
AMOUNT
482,007,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
482,007,000 EUR
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0827692269,Q2,2017.0
"International bonds: Enel, 4.875% 17apr2023, EUR
XS0842659426",Senior Unsecured,"STATUS
Outstanding
AMOUNT
673,821,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Guarantor
Enel
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
673,821,000 EUR
Outstanding face value amount
673,821,000 EUR
USD equivalent
813,699,501 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0842659426,Q2,2017.0
"International bonds: Enel, 1.966% 27jan2025, EUR
XS1176079843",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,462,603,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,462,603,000 EUR
Outstanding amount
1,462,603,000 EUR
Outstanding face value amount
1,462,603,000 EUR
USD equivalent
1,766,224,757 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1176079843,Q2,2017.0
"International bonds: Enel, 1.375% 1jun2026, EUR
XS1425966287",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,257,412,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,257,412,000 EUR
Outstanding amount
1,257,412,000 EUR
Outstanding face value amount
1,257,412,000 EUR
USD equivalent
1,518,438,157 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1425966287,Q2,2017.0
"International bonds: Enel, 1% 16sep2024, EUR
XS1550149204","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
1,250,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,250,000,000 EUR
Outstanding amount
1,250,000,000 EUR
Outstanding face value amount
1,250,000,000 EUR
USD equivalent
1,509,487,500 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1550149204,Q2,2017.0
"International bonds: Enel, 4.750% 12jun2018, EUR
XS0170343247",,"STATUS
Matured
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1 EUR",XS0170343247,Q2,2017.0
"International bonds: Enel, 5.250% 20may2024, EUR
XS0192503695",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
905,692,500 USD
Nominal
Minimum Settlement Amount
50,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
5,000 EUR",XS0192503695,Q2,2017.0
"International bonds: Enel, 5.625% 21jun2027, EUR
XS0306646042",Senior Unsecured,"STATUS
Outstanding
AMOUNT
850,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
850,000,000 EUR
Outstanding amount
850,000,000 EUR
Outstanding face value amount
850,000,000 EUR
USD equivalent
1,026,451,500 USD
Nominal
Minimum Settlement Amount
50,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1 EUR",XS0306646042,Q2,2017.0
